,repository,number,url,date,state,package,from,to,vulnerabilities,severities,maximal_severity
3978,aredotna/ervell,2137,https://github.com/aredotna/ervell/pull/2137,2019-08-21T14:29:58Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
3979,aredotna/ervell,2138,https://github.com/aredotna/ervell/pull/2138,2019-08-21T14:29:59Z,MERGED,tar,2.2.1,2.2.2,['GHSA-j44m-qm6p-hp7m'],['HIGH'],HIGH
3980,aredotna/ervell,2139,https://github.com/aredotna/ervell/pull/2139,2019-08-21T14:30:00Z,MERGED,lodash.merge,4.6.0,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
3981,aredotna/ervell,2140,https://github.com/aredotna/ervell/pull/2140,2019-08-21T14:30:00Z,MERGED,url-parse,1.4.1,1.4.7,['GHSA-pv4c-p2j5-38j4'],['HIGH'],HIGH
3982,aredotna/ervell,2141,https://github.com/aredotna/ervell/pull/2141,2019-08-21T14:30:01Z,MERGED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
3983,aredotna/ervell,2142,https://github.com/aredotna/ervell/pull/2142,2019-08-21T14:30:02Z,CLOSED,lodash,4.17.4,4.17.10,['GHSA-fvqr-27wr-82fm'],['LOW'],LOW
3984,aredotna/ervell,2143,https://github.com/aredotna/ervell/pull/2143,2019-08-21T14:30:02Z,MERGED,lodash-es,4.17.10,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
3985,aredotna/ervell,2144,https://github.com/aredotna/ervell/pull/2144,2019-08-21T14:30:04Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
3986,aredotna/ervell,2145,https://github.com/aredotna/ervell/pull/2145,2019-08-21T14:30:20Z,CLOSED,react-dev-utils,5.0.1,5.0.3,['GHSA-29gp-92wp-94q8'],['HIGH'],HIGH
3987,aredotna/ervell,2149,https://github.com/aredotna/ervell/pull/2149,2019-09-06T21:03:21Z,MERGED,morgan,1.9.0,1.9.1,['GHSA-gwg9-rgvj-4h5j'],['MODERATE'],MODERATE
3988,aredotna/ervell,2150,https://github.com/aredotna/ervell/pull/2150,2019-09-06T21:03:25Z,MERGED,marked,0.3.12,0.3.18,['GHSA-xf5p-87ch-gxw2'],['MODERATE'],MODERATE
3989,aredotna/ervell,2151,https://github.com/aredotna/ervell/pull/2151,2019-09-06T21:03:25Z,MERGED,underscore.string,3.3.4,3.3.5,['GHSA-v2p6-4mp7-3r9v'],['MODERATE'],MODERATE
3990,aredotna/ervell,2152,https://github.com/aredotna/ervell/pull/2152,2019-09-06T21:03:28Z,MERGED,axios,0.18.0,0.18.1,['GHSA-42xw-2xvc-qx8m'],['MODERATE'],MODERATE
3991,aredotna/ervell,2153,https://github.com/aredotna/ervell/pull/2153,2019-09-06T21:03:38Z,MERGED,merge,1.2.0,1.2.1,['GHSA-f9cm-qmx5-m98h'],['LOW'],LOW
3992,aredotna/ervell,2154,https://github.com/aredotna/ervell/pull/2154,2019-09-06T21:03:39Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
3993,aredotna/ervell,2155,https://github.com/aredotna/ervell/pull/2155,2019-09-06T21:03:40Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
3994,aredotna/ervell,2156,https://github.com/aredotna/ervell/pull/2156,2019-09-06T21:03:41Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
3995,aredotna/ervell,2157,https://github.com/aredotna/ervell/pull/2157,2019-09-06T21:03:41Z,MERGED,lodash.merge,4.6.0,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
3996,aredotna/ervell,2158,https://github.com/aredotna/ervell/pull/2158,2019-09-06T21:03:41Z,MERGED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
3997,aredotna/ervell,2159,https://github.com/aredotna/ervell/pull/2159,2019-09-06T21:03:42Z,MERGED,lodash-es,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
3998,aredotna/ervell,2160,https://github.com/aredotna/ervell/pull/2160,2019-09-06T21:03:42Z,MERGED,yarn,1.15.2,1.17.3,['GHSA-wqfc-cr59-h64p'],['HIGH'],HIGH
3999,aredotna/ervell,2161,https://github.com/aredotna/ervell/pull/2161,2019-09-06T21:03:43Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4000,aredotna/ervell,2162,https://github.com/aredotna/ervell/pull/2162,2019-09-06T21:03:45Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4001,aredotna/ervell,2163,https://github.com/aredotna/ervell/pull/2163,2019-09-06T21:03:47Z,MERGED,handlebars,4.0.11,4.2.0,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
4002,aredotna/ervell,2164,https://github.com/aredotna/ervell/pull/2164,2019-09-06T21:03:52Z,MERGED,nwmatcher,1.4.3,1.4.4,['GHSA-6394-6h9h-cfjg'],['MODERATE'],MODERATE
4003,aredotna/ervell,2221,https://github.com/aredotna/ervell/pull/2221,2019-12-29T22:46:54Z,MERGED,handlebars,4.2.0,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4004,aredotna/ervell,2300,https://github.com/aredotna/ervell/pull/2300,2020-04-16T20:28:14Z,MERGED,https-proxy-agent,2.2.1,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
4005,aredotna/ervell,2323,https://github.com/aredotna/ervell/pull/2323,2020-04-30T10:40:26Z,MERGED,jquery,3.4.0,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4006,kenrick95/twinkle,14,https://github.com/kenrick95/twinkle/pull/14,2019-07-15T13:21:28Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4007,kenrick95/twinkle,15,https://github.com/kenrick95/twinkle/pull/15,2019-08-27T00:14:14Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4008,kenrick95/twinkle,16,https://github.com/kenrick95/twinkle/pull/16,2020-03-14T15:39:43Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4009,gaearon/react-hot-loader,1371,https://github.com/gaearon/react-hot-loader/pull/1371,2019-10-29T13:42:12Z,MERGED,safer-eval,1.2.3,1.3.5,"['GHSA-r3x4-wr4h-pw33', 'GHSA-hgch-jjmr-gp7w']","['HIGH', 'HIGH']",HIGH
4010,gaearon/react-hot-loader,1372,https://github.com/gaearon/react-hot-loader/pull/1372,2019-10-29T20:50:32Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4011,gaearon/react-hot-loader,1373,https://github.com/gaearon/react-hot-loader/pull/1373,2019-10-29T20:50:33Z,MERGED,webpack-dev-server,2.10.1,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4012,gaearon/react-hot-loader,1374,https://github.com/gaearon/react-hot-loader/pull/1374,2019-10-29T20:50:34Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4013,gaearon/react-hot-loader,1375,https://github.com/gaearon/react-hot-loader/pull/1375,2019-10-29T20:50:35Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4014,gaearon/react-hot-loader,1376,https://github.com/gaearon/react-hot-loader/pull/1376,2019-10-29T20:50:35Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4015,gaearon/react-hot-loader,1377,https://github.com/gaearon/react-hot-loader/pull/1377,2019-10-29T20:50:36Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4016,gaearon/react-hot-loader,1378,https://github.com/gaearon/react-hot-loader/pull/1378,2019-10-29T20:50:37Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4017,gaearon/react-hot-loader,1379,https://github.com/gaearon/react-hot-loader/pull/1379,2019-10-29T20:50:37Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4018,gaearon/react-hot-loader,1380,https://github.com/gaearon/react-hot-loader/pull/1380,2019-10-29T20:50:38Z,MERGED,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4019,gaearon/react-hot-loader,1381,https://github.com/gaearon/react-hot-loader/pull/1381,2019-10-29T22:39:07Z,OPEN,webpack-dev-server,2.9.7,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4020,gaearon/react-hot-loader,1382,https://github.com/gaearon/react-hot-loader/pull/1382,2019-10-29T22:39:39Z,OPEN,webpack-dev-server,2.11.1,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4021,gaearon/react-hot-loader,1383,https://github.com/gaearon/react-hot-loader/pull/1383,2019-10-29T22:40:03Z,OPEN,webpack-dev-server,2.11.1,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4022,gaearon/react-hot-loader,1384,https://github.com/gaearon/react-hot-loader/pull/1384,2019-10-29T22:44:45Z,CLOSED,webpack-dev-server,3.1.11,3.9.0,[],[],
4023,gaearon/react-hot-loader,1405,https://github.com/gaearon/react-hot-loader/pull/1405,2019-12-25T03:30:06Z,OPEN,webpack-dev-server,3.1.11,3.10.1,[],[],
4024,gaearon/react-hot-loader,1422,https://github.com/gaearon/react-hot-loader/pull/1422,2020-02-19T18:26:19Z,CLOSED,codecov,3.0.1,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
4025,gaearon/react-hot-loader,1430,https://github.com/gaearon/react-hot-loader/pull/1430,2020-03-15T07:32:58Z,OPEN,acorn,5.6.2,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4026,gaearon/react-hot-loader,1431,https://github.com/gaearon/react-hot-loader/pull/1431,2020-03-15T22:45:03Z,OPEN,acorn,5.5.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4027,gaearon/react-hot-loader,1434,https://github.com/gaearon/react-hot-loader/pull/1434,2020-04-05T15:54:59Z,OPEN,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4028,gaearon/react-hot-loader,1435,https://github.com/gaearon/react-hot-loader/pull/1435,2020-04-05T16:00:16Z,OPEN,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4029,gaearon/react-hot-loader,1436,https://github.com/gaearon/react-hot-loader/pull/1436,2020-04-05T16:03:32Z,OPEN,acorn,5.2.1,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4030,SVG-Edit/svgedit,354,https://github.com/SVG-Edit/svgedit/pull/354,2019-08-26T18:18:30Z,CLOSED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4031,SVG-Edit/svgedit,397,https://github.com/SVG-Edit/svgedit/pull/397,2020-03-13T21:44:45Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4032,ONRR/doi-extractives-data,4992,https://github.com/ONRR/doi-extractives-data/pull/4992,2020-03-14T01:35:44Z,CLOSED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4033,ctrlo/GADS,130,https://github.com/ctrlo/GADS/pull/130,2019-12-29T22:21:32Z,MERGED,handlebars,4.1.2,4.3.0,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4034,ctrlo/GADS,142,https://github.com/ctrlo/GADS/pull/142,2020-05-02T14:26:34Z,CLOSED,serialize-javascript,1.7.0,2.1.2,['GHSA-h9rv-jmmf-4pgx'],['MODERATE'],MODERATE
4035,linagora/openpaas-esn,80,https://github.com/linagora/openpaas-esn/pull/80,2019-10-29T13:56:49Z,CLOSED,mongoose,4.7.1,5.7.7,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
4036,linagora/openpaas-esn,81,https://github.com/linagora/openpaas-esn/pull/81,2019-11-27T14:24:31Z,CLOSED,mongoose,5.6.9,5.7.12,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
4037,epochtalk/epochtalk,560,https://github.com/epochtalk/epochtalk/pull/560,2019-06-07T20:35:37Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4038,epochtalk/epochtalk,561,https://github.com/epochtalk/epochtalk/pull/561,2019-06-07T20:36:18Z,MERGED,handlebars,4.1.1,4.1.2,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
4039,epochtalk/epochtalk,599,https://github.com/epochtalk/epochtalk/pull/599,2019-07-11T10:42:49Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4040,epochtalk/epochtalk,601,https://github.com/epochtalk/epochtalk/pull/601,2019-07-11T22:44:12Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4041,epochtalk/epochtalk,634,https://github.com/epochtalk/epochtalk/pull/634,2019-08-27T03:09:26Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4042,epochtalk/epochtalk,720,https://github.com/epochtalk/epochtalk/pull/720,2019-11-20T16:53:34Z,MERGED,angular,1.7.5,1.7.9,['GHSA-89mq-4x47-5v83'],['MODERATE'],MODERATE
4043,epochtalk/epochtalk,815,https://github.com/epochtalk/epochtalk/pull/815,2020-04-16T13:42:14Z,MERGED,https-proxy-agent,2.2.2,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
4044,epochtalk/epochtalk,821,https://github.com/epochtalk/epochtalk/pull/821,2020-04-30T03:35:53Z,MERGED,jquery,3.4.0,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4045,epochtalk/epochtalk,827,https://github.com/epochtalk/epochtalk/pull/827,2020-05-08T21:41:35Z,MERGED,minimist,1.2.0,1.2.5,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
4046,binary-com/binary-static,5729,https://github.com/binary-com/binary-static/pull/5729,2019-08-26T18:24:27Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4047,binary-com/binary-static,5745,https://github.com/binary-com/binary-static/pull/5745,2019-09-12T06:39:34Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4048,binary-com/binary-static,5746,https://github.com/binary-com/binary-static/pull/5746,2019-09-12T06:39:34Z,CLOSED,lodash-es,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4049,binary-com/binary-static,6002,https://github.com/binary-com/binary-static/pull/6002,2020-04-30T00:43:50Z,CLOSED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4050,Hacker0x01/react-datepicker,1771,https://github.com/Hacker0x01/react-datepicker/pull/1771,2019-06-06T10:39:35Z,MERGED,handlebars,4.0.12,4.1.2,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
4051,Hacker0x01/react-datepicker,1783,https://github.com/Hacker0x01/react-datepicker/pull/1783,2019-06-13T00:15:14Z,MERGED,macaddress,0.2.8,0.2.9,['GHSA-pp57-mqmh-44h7'],['CRITICAL'],CRITICAL
4052,Hacker0x01/react-datepicker,1852,https://github.com/Hacker0x01/react-datepicker/pull/1852,2019-08-21T09:30:45Z,CLOSED,webpack-dev-server,1.16.5,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4053,Hacker0x01/react-datepicker,1853,https://github.com/Hacker0x01/react-datepicker/pull/1853,2019-08-21T09:30:45Z,MERGED,react-dom,16.1.0,16.1.2,['GHSA-mvjj-gqq2-p4hw'],['LOW'],LOW
4054,Hacker0x01/react-datepicker,1854,https://github.com/Hacker0x01/react-datepicker/pull/1854,2019-08-21T09:30:47Z,MERGED,eslint,4.14.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4055,Hacker0x01/react-datepicker,1869,https://github.com/Hacker0x01/react-datepicker/pull/1869,2019-08-26T07:38:34Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4056,Hacker0x01/react-datepicker,1876,https://github.com/Hacker0x01/react-datepicker/pull/1876,2019-08-27T10:47:19Z,MERGED,eslint-utils,1.4.0,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4057,Hacker0x01/react-datepicker,1881,https://github.com/Hacker0x01/react-datepicker/pull/1881,2019-08-29T08:56:19Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4058,Hacker0x01/react-datepicker,1996,https://github.com/Hacker0x01/react-datepicker/pull/1996,2019-12-29T20:23:57Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4059,Hacker0x01/react-datepicker,1997,https://github.com/Hacker0x01/react-datepicker/pull/1997,2019-12-29T21:06:54Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4060,Hacker0x01/react-datepicker,2060,https://github.com/Hacker0x01/react-datepicker/pull/2060,2020-02-19T18:20:31Z,MERGED,codecov,3.6.1,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
4061,Hacker0x01/react-datepicker,2086,https://github.com/Hacker0x01/react-datepicker/pull/2086,2020-03-14T02:00:14Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4062,Hacker0x01/react-datepicker,2090,https://github.com/Hacker0x01/react-datepicker/pull/2090,2020-03-18T13:32:04Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4063,lamassu/lamassu-machine,428,https://github.com/lamassu/lamassu-machine/pull/428,2019-11-02T09:02:13Z,CLOSED,tar,0.1.20,4.4.2,"['GHSA-j44m-qm6p-hp7m', 'GHSA-gfjr-3jmm-4g9v']","['HIGH', 'CRITICAL']",CRITICAL
4064,lamassu/lamassu-machine,447,https://github.com/lamassu/lamassu-machine/pull/447,2019-11-28T23:17:27Z,CLOSED,fstream,0.1.31,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
4065,ezpaarse-project/ezpaarse-platforms,226,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/226,2019-11-02T13:13:57Z,CLOSED,lodash,4.17.4,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4066,ezpaarse-project/ezpaarse-platforms,229,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/229,2019-11-08T15:49:16Z,OPEN,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
4067,ezpaarse-project/ezpaarse-platforms,230,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/230,2019-11-08T15:49:18Z,OPEN,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4068,ezpaarse-project/ezpaarse-platforms,231,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/231,2019-11-08T15:49:18Z,OPEN,js-yaml,3.9.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4069,ezpaarse-project/ezpaarse-platforms,232,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/232,2019-11-08T15:49:20Z,OPEN,eslint,4.2.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4070,ezpaarse-project/ezpaarse-platforms,233,https://github.com/ezpaarse-project/ezpaarse-platforms/pull/233,2019-11-08T15:49:21Z,OPEN,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
4071,isaacphysics/isaac-app,1042,https://github.com/isaacphysics/isaac-app/pull/1042,2019-11-14T10:14:58Z,CLOSED,angular,1.5.7,1.6.0,['GHSA-28hp-fgcr-2r4h'],['MODERATE'],MODERATE
4072,isaacphysics/isaac-app,1043,https://github.com/isaacphysics/isaac-app/pull/1043,2019-11-14T10:14:58Z,CLOSED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4073,isaacphysics/isaac-app,1044,https://github.com/isaacphysics/isaac-app/pull/1044,2019-11-14T10:15:00Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4074,isaacphysics/isaac-app,1045,https://github.com/isaacphysics/isaac-app/pull/1045,2019-11-20T17:20:50Z,CLOSED,angular,1.5.7,1.7.9,"['GHSA-89mq-4x47-5v83', 'GHSA-28hp-fgcr-2r4h']","['MODERATE', 'MODERATE']",MODERATE
4075,inventaire/inventaire-client,186,https://github.com/inventaire/inventaire-client/pull/186,2019-11-02T22:43:35Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4076,inventaire/inventaire-client,187,https://github.com/inventaire/inventaire-client/pull/187,2019-11-04T23:43:14Z,CLOSED,clean-css,3.4.28,4.1.11,['GHSA-wxhq-pm8v-cw75'],['LOW'],LOW
4077,inventaire/inventaire-client,188,https://github.com/inventaire/inventaire-client/pull/188,2019-11-04T23:43:18Z,CLOSED,tar,2.2.1,2.2.2,['GHSA-j44m-qm6p-hp7m'],['HIGH'],HIGH
4078,eclipsesource/tabris-js,1921,https://github.com/eclipsesource/tabris-js/pull/1921,2019-08-13T12:37:56Z,CLOSED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4079,eclipsesource/tabris-js,1922,https://github.com/eclipsesource/tabris-js/pull/1922,2019-08-13T12:37:56Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4080,eclipsesource/tabris-js,1944,https://github.com/eclipsesource/tabris-js/pull/1944,2019-10-02T12:16:09Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4081,playcanvas/engine,1613,https://github.com/playcanvas/engine/pull/1613,2019-07-12T23:30:12Z,CLOSED,lodash,4.17.10,4.17.14,"['GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['HIGH', 'HIGH']",HIGH
4082,codevise/pageflow,1226,https://github.com/codevise/pageflow/pull/1226,2019-10-28T17:04:06Z,CLOSED,jquery,3.3.1,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp']","['MODERATE', 'MODERATE']",MODERATE
4083,codevise/pageflow,1227,https://github.com/codevise/pageflow/pull/1227,2019-10-28T17:04:15Z,CLOSED,lodash.merge,4.6.0,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4084,codevise/pageflow,1228,https://github.com/codevise/pageflow/pull/1228,2019-10-28T17:04:15Z,CLOSED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4085,codevise/pageflow,1229,https://github.com/codevise/pageflow/pull/1229,2019-10-28T17:04:17Z,CLOSED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
4086,codevise/pageflow,1230,https://github.com/codevise/pageflow/pull/1230,2019-10-28T17:04:17Z,CLOSED,lodash-es,4.17.4,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4087,codevise/pageflow,1358,https://github.com/codevise/pageflow/pull/1358,2020-03-14T18:04:08Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4088,codevise/pageflow,1359,https://github.com/codevise/pageflow/pull/1359,2020-03-15T06:21:23Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4089,codevise/pageflow,1388,https://github.com/codevise/pageflow/pull/1388,2020-04-17T13:00:31Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4090,codevise/pageflow,1405,https://github.com/codevise/pageflow/pull/1405,2020-04-30T16:05:36Z,CLOSED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4091,swagger-api/swagger-editor,2068,https://github.com/swagger-api/swagger-editor/pull/2068,2019-10-29T03:12:27Z,MERGED,lodash-es,4.17.10,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4092,swagger-api/swagger-editor,2069,https://github.com/swagger-api/swagger-editor/pull/2069,2019-10-29T03:12:29Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4093,brownplt/code.pyret.org,317,https://github.com/brownplt/code.pyret.org/pull/317,2019-11-01T16:48:48Z,MERGED,eslint,2.13.1,6.6.0,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4094,brownplt/code.pyret.org,322,https://github.com/brownplt/code.pyret.org/pull/322,2019-12-19T21:38:20Z,CLOSED,lodash,2.4.2,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4095,brownplt/code.pyret.org,323,https://github.com/brownplt/code.pyret.org/pull/323,2019-12-19T23:11:55Z,MERGED,jquery,1.12.4,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'HIGH']",HIGH
4096,avalanche-canada/ac-web,116,https://github.com/avalanche-canada/ac-web/pull/116,2019-06-18T21:13:29Z,MERGED,js-yaml,3.10.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
