repository,start_commits_total,end_commits_total,total_authors,package.json,mocha,jest,jasmine,karma,puppeteer,nightwatch,cypress,playwright,selenium-webdriver,github_actions,circleci,travisci,appveyor,jenkins,gitlab,azure,size,age
OpenNeuroOrg/openneuro,6583,9182,35,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,66.87,2209
parcel-bundler/parcel,1234,2320,310,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,42.53,1395
anlix-io/flashman,766,2171,16,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,48.18,1407
HamishMW/portfolio,180,462,2,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,279.3,1397
tighten/ziggy,293,616,63,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.82,1397
redsolution/xabber-web,103,1170,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,176.86,1389
invinst/CPDBv2_mobile,1003,1631,1,1,1,0,0,1,0,1,0,0,0,-1,9,-1,-1,-1,-1,-1,6.12,1826
tulios/kafkajs,1300,2589,112,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,35,12.49,1443
Giveth/feathers-giveth,889,2134,29,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.83,1401
alibaba/funcraft,342,916,35,1,1,0,0,0,0,0,0,0,0,-1,-1,12,-1,-1,-1,-1,21.35,1400
Giveth/giveth-dapp,1898,3466,68,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,14.11,1399
segmentio/evergreen,481,724,116,1,0,0,0,0,0,0,0,0,0,-1,4,-1,-1,-1,-1,-1,227.42,1402
michaeldzjap/react-signature-pad-wrapper,137,212,2,1,0,1,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,6.41,1402
salesforce/lwc,2054,2651,64,1,0,1,0,0,0,0,0,0,0,-1,21,-1,-1,-1,-1,-1,38.41,1762
wojtekmaj/react-calendar,533,757,32,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.9,1404
brave-intl/bat-ledger,628,915,13,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.66,1405
lidaof/eg-react,666,953,12,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,298.26,1420
urbica/react-map-gl,422,604,16,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,27.67,1406
orbiting/publikator-frontend,1338,2028,15,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,15.62,1407
okta/okta-oidc-js,180,345,34,1,0,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,22.39,1410
StatEngine/stat-engine,477,924,21,1,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,38.48,1410
LLK/scratch-l10n,184,543,16,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,37.6,1411
MyEtherWallet/ethereum-lists,2524,3939,849,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,956.16,1413
priceline/design-system,1502,2013,89,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,127.85,1414
Shyam-Chen/Vue-Starter,691,851,2,1,0,0,0,0,0,0,0,0,0,-1,24,-1,-1,-1,-1,-1,6.0,1417
smartface/sf-extension-utils,318,646,34,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.36,1419
folio-org/ui-eholdings,1911,2587,44,1,1,0,0,0,0,0,0,0,0,-1,5,-1,-1,15,-1,-1,12.07,1426
cerner/terra-toolkit,387,686,31,1,0,1,0,0,0,0,0,0,0,-1,-1,17,-1,-1,-1,-1,33.56,1432
CityOfZion/neon-wallet,2190,2486,80,1,0,1,0,0,0,0,0,0,0,-1,11,-1,-1,-1,-1,-1,117.87,1434
developersdo/opensource,868,1215,29,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,38.58,1439
r-spacex/SpaceX-API,1442,2373,79,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17.41,1442
wesbos/Syntax,562,1592,166,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,187.5,1441
openpracticelibrary/openpracticelibrary,1520,3343,131,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,598.17,1502
tengge1/ShadowEditor,2622,5579,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,79.3,1443
reasonml/reasonml.github.io,867,991,224,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,120.22,1423
usdot-its-jpo-data-portal/datahub-ui,146,553,15,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,68.61,1362
InsideSalesOfficial/insidesales-components,401,519,44,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,5.9,1448
AssemblyScript/binaryen.js,368,874,14,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2621.44,1449
vergecurrency/vergecurrency.com,1440,1740,60,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,357.9,1227
Scrivito/scrivito_example_app_js,1011,1818,20,1,0,0,0,0,0,0,0,0,0,-1,-1,4,-1,-1,-1,-1,11.63,1221
broadinstitute/gnomad-browser,1552,2918,19,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,34.81,1677
vtex/address-form,785,1209,60,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,4.72,1449
luangjokaj/wordpressify,404,760,17,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.56,1456
newsuk/times-components,2701,3715,96,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,371.94,1460
telldus/telldus-live-mobile-v3,4628,8981,27,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,32,-1,56.01,1764
abetomo/node-ss2json,172,275,5,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.75,1462
kaltura/playkit-js-ui,695,935,20,1,1,0,0,1,0,0,0,0,0,-1,-1,9,-1,-1,-1,-1,12.11,1463
dvaJi/ReaderFront,242,788,9,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15.49,1604
emotion-js/emotion,1170,1619,262,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,23.22,1466
internet4000/radio4000,4214,4632,18,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,52.84,2588
Integreat/integreat-webapp,2901,4010,23,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,20.14,1470
whawker/react-jsx-highcharts,612,974,16,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,5.09,1471
tradle/mycloud,3114,5071,7,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,42.89,1460
TeamFleet/WhoCallsTheFleet-Pics,128,206,2,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4055.04,1471
cmux/koot,1284,2465,14,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17.43,1428
resource-watch/resource-watch,5275,7667,36,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,76,-1,-1,102.83,1475
unep-grid/map-x-mgl,909,1840,15,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,97.78,1527
ifanrx/hydrogen-js-sdk,647,1155,25,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5.63,1480
SparkPost/matchbox,776,1648,20,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,47.49,1481
gemini-testing/html-reporter,480,804,47,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,12.05,1482
lyrgard/ffbeEquip,2217,2935,30,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,412.96,1483
w3c/validate-repos,458,2348,9,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,57.87,1487
alexlitel/congresstweets-automator,113,213,2,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,2.52,1442
omnisci/mapd-charting,1461,1632,39,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,115.26,2308
amyjko/faculty,275,1021,7,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,715.54,1493
qgrid/ng2,2511,3257,40,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,177.15,1494
FuelRats/fuelrats.com,1128,2836,25,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,67.05,1496
viewstools/morph,517,885,19,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.59,1494
paypal/fullstack-phone,195,285,6,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.27,2599
moodlebox/moodlebox.net,802,1094,7,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,96.84,1497
WhoTargetsMe/Who-Targets-Me,318,432,13,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.26,1501
paradite/hn-ratio,565,1290,3,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,10.12,1501
vtex/styleguide,2504,4798,163,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,83.55,1257
Photosynq/PhotosynQ-Documentation,384,805,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,50.0,1504
brainstormforce/astra,4706,12824,65,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,265.04,1505
psono/psono-client,917,1185,12,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,4,-1,15.09,2074
JiHong88/SunEditor,992,2415,48,1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,59.54,1509
nodefony/nodefony,1023,1609,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,95.18,1511
City-of-Helsinki/mvj-ui,1685,2050,15,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11.19,1511
styled-components/styled-components-website,1002,1377,236,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,86.28,1517
im6/javascript-fun,185,458,4,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.2,1516
evaera/RoVer,385,685,30,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.01,1518
mapbox/osmcha-frontend,846,1006,24,1,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,140.89,1518
instacart/Snacks,329,416,29,1,0,1,0,0,0,0,0,0,0,-1,3,-1,-1,-1,-1,-1,18.03,1517
Xi-Plus/twinkle,1598,2221,45,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.41,3740
TarikHuber/react-most-wanted,552,1452,48,1,0,0,0,0,0,0,0,0,0,-1,-1,41,-1,-1,-1,-1,34.02,1522
opensupports/opensupports,1352,1699,31,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,7.67,2116
stiftelsen-effekt/effekt-backend,237,820,22,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.92,1523
danielcaldas/react-d3-graph,146,253,35,1,0,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,31.8,1525
pastelsky/bundlephobia,222,348,29,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,9.05,1526
appbaseio/playground,427,599,17,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.76,1527
matthewberryman/midsomerplots,329,366,4,1,0,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,0.97,1527
lingochen/wings3d,555,1042,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4.25,1530
carbon-design-system/carbon,5286,7907,356,1,0,1,0,0,0,0,0,0,0,-1,17,-1,-1,-1,-1,-1,2396.16,2182
mattermost/mattermost-redux,1044,1445,132,1,0,1,0,0,0,0,0,0,0,-1,6,-1,-1,-1,-1,-1,8.36,1538
silverstripe/silverstripe-admin,1212,1615,60,1,0,0,0,0,0,0,0,0,0,-1,-1,22,-1,-1,-1,-1,43.89,1552
topcoder-platform/community-app,4023,7248,109,1,0,1,0,0,0,0,0,0,0,-1,468,-1,-1,-1,-1,-1,153.65,1544
TobitSoftware/chayns-components,1857,3292,49,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,38.82,1544
jumpserver/luna,770,1124,27,1,0,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,13.07,1370
pilas-engine/pilas-engine,802,1404,5,1,0,0,0,0,0,0,0,0,0,-1,17,-1,-1,-1,-1,-1,78.98,1555
jaegertracing/jaeger-ui,380,916,57,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11.8,1529
qiuwww/blog,363,475,4,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,465.08,1559
owncloud/guests,497,710,43,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.63,2082
cwrc/CWRC-WriterBase,483,885,7,1,0,0,0,0,0,0,0,0,0,-1,-1,16,-1,-1,-1,-1,8.42,1565
appbaseio/reactivesearch,2632,3371,68,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,349.83,1394
Datawheel/canon,1797,4392,18,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,23.36,1568
vanda/vam-fractal,479,1240,13,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,9.74,1571
CMSgov/design-system,709,1149,29,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1607.68,1578
idyll-lang/idyll,2097,2552,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,-1,-1,-1,60.54,1579
kaltura/playkit-js,494,712,21,1,1,0,0,1,0,0,0,0,0,-1,-1,7,-1,-1,-1,-1,52.16,1582
ben-eb/caniuse-lite,591,1124,10,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,59.18,1585
Backendless/Console-SDK,452,800,25,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.71,1650
youzan/vant-weapp,1156,2098,139,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.34,1624
Inist-CNRS/lodex,3905,5506,38,1,0,1,0,0,0,0,1,0,0,-1,-1,8,-1,-1,-1,-1,63.01,1593
microsoft/pxt-blockly,3470,5724,166,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,116.98,2770
Talend/ui,2919,3953,85,1,0,0,0,0,0,0,0,0,0,-1,-1,13,-1,-1,-1,-1,79.28,1757
lbryio/lbry-desktop,5330,9523,202,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,79.76,1904
gathercontent/gather-ui,2165,4698,23,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,22.22,1596
Kilian/electron-to-chromium,386,1840,12,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,3.15,1598
goodjoblife/GoodJobShare,537,726,16,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,4.55,1597
iou90/react-native-autoheight-webview,195,358,27,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.83,1603
synzen/MonitoRSS,973,3131,17,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,37.55,1604
vlocityinc/vlocity_build,661,1392,16,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24.78,1606
gladly-team/tab,3991,5840,11,1,0,1,0,0,0,0,0,0,0,-1,-1,67,-1,-1,-1,-1,54.69,1608
treadpit/wx_calendar,199,466,13,1,0,1,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,3.06,1608
stellarterm/stellarterm,1216,1919,41,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,11.93,1612
linuxmint/cinnamon-spices-applets,3173,4142,264,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,103.14,1612
openscope/openscope,6374,7567,107,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,60.51,2481
joshhunt/destinySets,985,1441,21,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,10.31,1610
ckeditor/ckeditor5-dev,1790,2605,21,1,1,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,8.5,1614
serverless-operations/serverless-step-functions,375,651,73,1,1,0,0,0,0,0,0,0,0,-1,-1,4,-1,-1,-1,-1,5.35,1615
TeamFleet/WhoCallsTheFleet-Yuubari,1217,1426,2,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3051.52,1614
sehugg/8bitworkshop,679,1143,9,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,64.91,1628
C0deboy/jaki-jezyk-programowania,380,439,8,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,23.99,1628
facebook/metro,2760,3328,344,1,0,1,0,0,0,0,0,0,0,-1,4,0,-1,-1,-1,-1,35.16,2314
gobuffalo/docs,902,1047,125,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,79.94,1631
mozilla/multi-account-containers,675,899,50,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,3.87,1642
nodejs/security-wg,374,472,53,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,2.21,1643
gchq/CyberChef,1854,3051,89,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,87.69,1645
ember-animation/ember-animated,2065,2341,91,1,0,0,0,0,0,0,0,0,0,-1,-1,32,-1,-1,-1,-1,25.47,2523
quantastica/quantum-circuit,193,515,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,156.9,1645
photonstorm/phaser3-examples,1927,2338,69,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1658.88,1650
EdgeApp/edge-react-gui,6007,9761,55,1,0,1,0,0,0,0,0,0,0,-1,-1,2,-1,16,-1,-1,185.25,1649
lskjs/lskjs,726,2339,19,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,74.6,1651
elix/elix,1686,2696,13,1,1,0,0,0,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,21.93,1652
invinst/CPDBv2_frontend,3228,4341,1,1,1,0,0,0,1,0,0,0,0,-1,9,-1,-1,-1,-1,-1,18.11,1867
openhab/openhab-alexa,135,281,21,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.78,1655
speckleworks/SpeckleServer,329,537,27,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,4,-1,-1,-1,1.89,1656
qgis/qwc2-demo-app,618,927,19,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.01,1657
Tencent/wepy,1662,2382,201,1,1,0,0,0,0,0,0,0,0,-1,-1,5,-1,-1,-1,-1,9.42,1659
decred/decrediton,1073,1775,56,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,109.57,1662
screeps/engine,371,569,27,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.03,1664
oznu/dns-zone-blacklist,314,507,5,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,346.75,1665
newmips/newmips,1881,2466,18,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,23.54,1621
F5Networks/f5-cloud-libs,978,1202,26,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,9,-1,4126.72,1802
KhalisFoundation/sttm-web,663,2268,38,1,0,1,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,31.5,1672
mcneilco/acas,1048,1377,26,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,49.42,1676
ForestAdmin/lumber,246,734,43,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.75,1681
Js41637/Overwatch-Item-Tracker,961,1078,13,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1792.0,1678
timelapseplus/VIEW,3207,3995,2,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,104.56,1679
lskjs/ux,1459,2784,29,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,56.48,1679
tannerlinsley/react-table,503,1389,269,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.18,1684
prescottprue/react-redux-firebase,590,884,115,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,23.36,1773
JetBrains/youtrack-mobile,2052,3569,21,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,57.63,2155
AusDTO/dto-digitalmarketplace-frontend,1265,1441,27,1,0,1,0,0,0,0,0,0,0,-1,4,-1,-1,-1,-1,-1,6.94,1692
dougmoscrop/serverless-http,167,287,42,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,2.65,1698
PubMatic/OpenWrap,1254,1610,18,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,20.84,1714
input-output-hk/daedalus,7259,8906,59,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,-1,-1,250.18,1699
wellcomecollection/wellcomecollection.org,11669,18195,37,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,69.76,1700
osbuild/cockpit-composer,868,1317,31,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,22.67,1701
FrankerFaceZ/FrankerFaceZ,850,1104,18,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.39,2622
oVirt/ovirt-web-ui,1414,2074,33,1,0,1,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,8.94,1708
tocco/tocco-client,3165,5479,21,1,0,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,23.92,1865
alphagov/govuk-frontend,3163,4422,70,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,81.37,1476
codaxy/cxjs,1752,2274,30,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12.98,1720
mendix/docs,8581,22609,355,1,0,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,1781.76,1706
throneteki/throneteki,3193,3614,27,1,0,0,1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,21.54,1720
Tradeshift/tradeshift-ui,1260,1472,25,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,35.16,1719
cloudify-cosmo/cloudify-stage,1855,2464,41,1,0,0,0,0,0,0,1,0,0,-1,10,-1,-1,12,-1,-1,123.8,1735
hyperledger/blockchain-explorer,381,607,72,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,166.63,1753
firewalla/firewalla,6395,12185,56,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,153.81,1723
HSLdevcom/hsl-map-publisher,969,1158,16,1,0,0,0,0,1,0,0,0,0,-1,-1,3,-1,-1,-1,-1,17.2,1725
enactjs/enact,2546,3283,48,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,38.3,1727
zone-eu/zone-mta,683,804,17,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.85,1765
serverless/blog,3553,4100,137,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,4.75,1734
electron/apps,16352,19542,895,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1228.8,1734
collectionspace/cspace-ui.js,1026,1294,12,1,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,10.64,1736
UNICEF01/busca-ativa-escolar-web,789,1465,16,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,50.94,1736
moaazsidat/react-native-qrcode-scanner,200,330,65,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.42,1743
byteball/ocore,1530,2221,28,1,0,0,0,0,0,0,0,0,0,-1,5,-1,-1,-1,-1,-1,5.18,1751
wulkano/Kap,759,871,51,1,0,0,0,0,0,0,0,0,0,-1,4,-1,-1,-1,-1,-1,24.16,1755
serverless/plugins,613,823,268,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1.22,1757
AGProjects/sylk-webrtc,895,1423,5,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11.89,2099
optimizely/javascript-sdk,214,486,44,1,0,0,0,0,0,0,0,0,0,-1,-1,20,-1,-1,-1,-1,8.27,1770
WFCD/warframe-worldstate-data,891,1153,31,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,16.32,1771
chteuchteu/MaterialDesignIcons-Picker,163,238,5,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.46,1774
plantinformatics/pretzel,1297,2342,20,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,22.3,1875
programmfabrik/coffeescript-ui,2409,3672,15,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,48.73,1792
facebook/create-react-app,2239,2694,892,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,8,25.29,1778
janis91/ocr,330,540,11,0,0,0,0,0,0,0,0,0,0,-1,-1,18,-1,-1,-1,-1,3.65,1782
iguanaChart/iguanacharts,184,338,10,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.83,1782
zenmoney/ZenPlugins,1056,1622,57,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,6.46,1783
CruGlobal/give-web,1360,1786,18,1,0,0,0,0,0,0,0,0,0,-1,-1,9,-1,-1,-1,-1,19.28,1784
hovancik/stretchly,423,941,129,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,10,-1,-1,-1,70.75,1786
microsoft/BotFramework-WebChat,1706,2255,124,1,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,193.8,1803
apache/echarts-doc,1381,2091,72,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,241.6,1993
