,repository,package,fix_commit,lock_file_fix_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
517,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,904,2019-06-05T08:32:30Z,2019-08-01 16:36:00+02:00,"57,6",False
518,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,905,2019-06-05T08:32:33Z,2019-08-01 16:36:00+02:00,"57,6",False
519,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,906,2019-06-05T08:32:58Z,2019-08-01 16:36:00+02:00,"57,6",False
520,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,907,2019-06-05T08:33:17Z,2019-08-01 16:36:00+02:00,"57,6",False
521,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,921,2019-06-06T02:41:07Z,2019-08-01 16:36:00+02:00,"56,11",False
522,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,912,2019-06-05T15:02:11Z,2019-06-27 15:07:28+02:00,"21,22",False
523,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,915,2019-06-05T23:32:30Z,2019-06-27 15:07:28+02:00,"21,13",False
524,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,916,2019-06-05T23:33:05Z,2019-06-27 15:07:28+02:00,"21,13",False
525,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,917,2019-06-05T23:33:06Z,2019-06-27 15:07:28+02:00,"21,13",False
526,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,918,2019-06-05T23:33:20Z,2019-06-27 15:07:28+02:00,"21,13",False
527,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,919,2019-06-05T23:33:23Z,2019-06-27 15:07:28+02:00,"21,13",False
528,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,920,2019-06-05T23:37:36Z,2019-06-27 15:07:28+02:00,"21,13",False
529,kyma-project/console,handlebars,02aabc1780585a9a33ed2961e7fa34cc65aa76ae,4.0.11,4.1.2,4.1.2,922,2019-06-06T03:39:25Z,2019-06-27 15:07:28+02:00,"21,9",False
530,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,912,2019-06-05T15:02:11Z,2019-08-01 16:36:00+02:00,"56,23",False
531,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,915,2019-06-05T23:32:30Z,2019-08-01 16:36:00+02:00,"56,15",False
532,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,916,2019-06-05T23:33:05Z,2019-08-01 16:36:00+02:00,"56,15",False
533,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,917,2019-06-05T23:33:06Z,2019-08-01 16:36:00+02:00,"56,15",False
534,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,918,2019-06-05T23:33:20Z,2019-08-01 16:36:00+02:00,"56,15",False
535,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,919,2019-06-05T23:33:23Z,2019-08-01 16:36:00+02:00,"56,15",False
536,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,920,2019-06-05T23:37:36Z,2019-08-01 16:36:00+02:00,"56,14",False
537,kyma-project/console,handlebars,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.0.11,4.1.2,4.1.2,922,2019-06-06T03:39:25Z,2019-08-01 16:36:00+02:00,"56,10",False
538,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,912,2019-06-05T15:02:11Z,2019-08-13 10:11:23+02:00,"68,17",False
539,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,915,2019-06-05T23:32:30Z,2019-08-13 10:11:23+02:00,"68,8",False
540,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,916,2019-06-05T23:33:05Z,2019-08-13 10:11:23+02:00,"68,8",False
541,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,917,2019-06-05T23:33:06Z,2019-08-13 10:11:23+02:00,"68,8",False
542,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,918,2019-06-05T23:33:20Z,2019-08-13 10:11:23+02:00,"68,8",False
543,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,919,2019-06-05T23:33:23Z,2019-08-13 10:11:23+02:00,"68,8",False
544,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,920,2019-06-05T23:37:36Z,2019-08-13 10:11:23+02:00,"68,8",False
545,kyma-project/console,handlebars,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.1.2,4.1.2,4.1.2,922,2019-06-06T03:39:25Z,2019-08-13 10:11:23+02:00,"68,4",False
546,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,903,2019-06-05T08:32:26Z,2019-08-13 10:11:23+02:00,"68,23",False
547,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,904,2019-06-05T08:32:30Z,2019-08-13 10:11:23+02:00,"68,23",False
548,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,905,2019-06-05T08:32:33Z,2019-08-13 10:11:23+02:00,"68,23",False
549,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,906,2019-06-05T08:32:58Z,2019-08-13 10:11:23+02:00,"68,23",False
550,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,907,2019-06-05T08:33:17Z,2019-08-13 10:11:23+02:00,"68,23",False
551,kyma-project/console,js-yaml,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,3.13.1,3.13.1,3.13.1,921,2019-06-06T02:41:07Z,2019-08-13 10:11:23+02:00,"68,5",False
552,kyma-project/console,lodash.template,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.4.0,4.5.0,4.5.0,1052,2019-07-11T01:20:51Z,2019-08-01 16:36:00+02:00,"21,13",False
553,kyma-project/console,lodash.template,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.4.0,4.5.0,4.5.0,1053,2019-07-11T01:20:53Z,2019-08-01 16:36:00+02:00,"21,13",False
554,kyma-project/console,lodash.template,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.4.0,4.5.0,4.5.0,1054,2019-07-11T01:20:54Z,2019-08-01 16:36:00+02:00,"21,13",False
555,kyma-project/console,lodash.template,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.4.0,4.5.0,4.5.0,1055,2019-07-11T01:25:20Z,2019-08-01 16:36:00+02:00,"21,13",False
556,kyma-project/console,lodash.template,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.4.0,4.5.0,4.5.0,1056,2019-07-11T04:31:35Z,2019-08-01 16:36:00+02:00,"21,10",False
557,kyma-project/console,lodash.template,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,4.5.0,4.5.0,4.5.0,1052,2019-07-11T01:20:51Z,2019-08-20 11:07:20+02:00,"40,7",False
558,kyma-project/console,lodash.template,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,4.5.0,4.5.0,4.5.0,1053,2019-07-11T01:20:53Z,2019-08-20 11:07:20+02:00,"40,7",False
559,kyma-project/console,lodash.template,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,4.5.0,4.5.0,4.5.0,1054,2019-07-11T01:20:54Z,2019-08-20 11:07:20+02:00,"40,7",False
560,kyma-project/console,lodash.template,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,4.5.0,4.5.0,4.5.0,1055,2019-07-11T01:25:20Z,2019-08-20 11:07:20+02:00,"40,7",False
561,kyma-project/console,lodash.template,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,4.5.0,4.5.0,4.5.0,1056,2019-07-11T04:31:35Z,2019-08-20 11:07:20+02:00,"40,4",False
562,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.13,1060,2019-07-11T18:02:44Z,2019-08-05 10:16:48+02:00,"24,14",False
563,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1061,2019-07-11T18:02:45Z,2019-08-05 10:16:48+02:00,"24,14",False
564,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.13,1062,2019-07-11T18:02:52Z,2019-08-05 10:16:48+02:00,"24,14",False
565,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1063,2019-07-11T18:03:01Z,2019-08-05 10:16:48+02:00,"24,14",False
566,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1064,2019-07-11T18:03:13Z,2019-08-05 10:16:48+02:00,"24,14",False
567,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1065,2019-07-11T18:03:17Z,2019-08-05 10:16:48+02:00,"24,14",False
568,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1066,2019-07-11T18:03:22Z,2019-08-05 10:16:48+02:00,"24,14",False
569,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.13,1067,2019-07-11T18:03:27Z,2019-08-05 10:16:48+02:00,"24,14",False
570,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1068,2019-07-11T22:40:52Z,2019-08-05 10:16:48+02:00,"24,9",False
571,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.14,1069,2019-07-12T04:27:47Z,2019-08-05 10:16:48+02:00,"24,3",False
572,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1078,2019-07-19T06:28:45Z,2019-08-05 10:16:48+02:00,"17,1",False
573,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1080,2019-07-19T12:58:48Z,2019-08-05 10:16:48+02:00,"16,19",False
574,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1081,2019-07-19T12:59:10Z,2019-08-05 10:16:48+02:00,"16,19",False
575,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1082,2019-07-19T12:59:23Z,2019-08-05 10:16:48+02:00,"16,19",False
576,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1083,2019-07-19T12:59:25Z,2019-08-05 10:16:48+02:00,"16,19",False
577,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1084,2019-07-19T12:59:32Z,2019-08-05 10:16:48+02:00,"16,19",False
578,kyma-project/console,lodash,bb29c35350376b650fdfde536e6787f0bed9ed0c,4.17.10,4.17.15,4.17.15,1085,2019-07-19T12:59:34Z,2019-08-05 10:16:48+02:00,"16,19",False
579,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.13,1060,2019-07-11T18:02:44Z,2019-08-01 16:36:00+02:00,"20,20",False
580,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1061,2019-07-11T18:02:45Z,2019-08-01 16:36:00+02:00,"20,20",False
581,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.13,1062,2019-07-11T18:02:52Z,2019-08-01 16:36:00+02:00,"20,20",False
582,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1063,2019-07-11T18:03:01Z,2019-08-01 16:36:00+02:00,"20,20",False
583,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1064,2019-07-11T18:03:13Z,2019-08-01 16:36:00+02:00,"20,20",False
584,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1065,2019-07-11T18:03:17Z,2019-08-01 16:36:00+02:00,"20,20",False
585,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1066,2019-07-11T18:03:22Z,2019-08-01 16:36:00+02:00,"20,20",False
586,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.13,1067,2019-07-11T18:03:27Z,2019-08-01 16:36:00+02:00,"20,20",False
587,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1068,2019-07-11T22:40:52Z,2019-08-01 16:36:00+02:00,"20,15",False
588,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.14,1069,2019-07-12T04:27:47Z,2019-08-01 16:36:00+02:00,"20,10",False
589,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1078,2019-07-19T06:28:45Z,2019-08-01 16:36:00+02:00,"13,8",False
590,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1080,2019-07-19T12:58:48Z,2019-08-01 16:36:00+02:00,"13,1",False
591,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1081,2019-07-19T12:59:10Z,2019-08-01 16:36:00+02:00,"13,1",False
592,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1082,2019-07-19T12:59:23Z,2019-08-01 16:36:00+02:00,"13,1",False
593,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1083,2019-07-19T12:59:25Z,2019-08-01 16:36:00+02:00,"13,1",False
594,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1084,2019-07-19T12:59:32Z,2019-08-01 16:36:00+02:00,"13,1",False
595,kyma-project/console,lodash,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,4.17.10,4.17.15,4.17.15,1085,2019-07-19T12:59:34Z,2019-08-01 16:36:00+02:00,"13,1",False
596,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.13,1060,2019-07-11T18:02:44Z,2019-08-13 10:11:23+02:00,"32,14",False
597,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1061,2019-07-11T18:02:45Z,2019-08-13 10:11:23+02:00,"32,14",False
598,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.13,1062,2019-07-11T18:02:52Z,2019-08-13 10:11:23+02:00,"32,14",False
599,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1063,2019-07-11T18:03:01Z,2019-08-13 10:11:23+02:00,"32,14",False
600,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1064,2019-07-11T18:03:13Z,2019-08-13 10:11:23+02:00,"32,14",False
601,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1065,2019-07-11T18:03:17Z,2019-08-13 10:11:23+02:00,"32,14",False
602,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1066,2019-07-11T18:03:22Z,2019-08-13 10:11:23+02:00,"32,14",False
603,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.13,1067,2019-07-11T18:03:27Z,2019-08-13 10:11:23+02:00,"32,14",False
604,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1068,2019-07-11T22:40:52Z,2019-08-13 10:11:23+02:00,"32,9",False
605,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.14,1069,2019-07-12T04:27:47Z,2019-08-13 10:11:23+02:00,"32,3",False
606,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1078,2019-07-19T06:28:45Z,2019-08-13 10:11:23+02:00,"25,1",False
607,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1080,2019-07-19T12:58:48Z,2019-08-13 10:11:23+02:00,"24,19",False
608,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1081,2019-07-19T12:59:10Z,2019-08-13 10:11:23+02:00,"24,19",False
609,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1082,2019-07-19T12:59:23Z,2019-08-13 10:11:23+02:00,"24,19",False
610,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1083,2019-07-19T12:59:25Z,2019-08-13 10:11:23+02:00,"24,19",False
611,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1084,2019-07-19T12:59:32Z,2019-08-13 10:11:23+02:00,"24,19",False
612,kyma-project/console,lodash,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,4.17.15,4.17.15,4.17.15,1085,2019-07-19T12:59:34Z,2019-08-13 10:11:23+02:00,"24,19",False
613,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,912,2019-06-05T15:02:11Z,2020-03-04 11:12:20+01:00,"272,19",False
614,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,915,2019-06-05T23:32:30Z,2020-03-04 11:12:20+01:00,"272,10",False
615,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,916,2019-06-05T23:33:05Z,2020-03-04 11:12:20+01:00,"272,10",False
616,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,917,2019-06-05T23:33:06Z,2020-03-04 11:12:20+01:00,"272,10",False
617,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,918,2019-06-05T23:33:20Z,2020-03-04 11:12:20+01:00,"272,10",False
618,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,919,2019-06-05T23:33:23Z,2020-03-04 11:12:20+01:00,"272,10",False
619,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,920,2019-06-05T23:37:36Z,2020-03-04 11:12:20+01:00,"272,10",False
620,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.1.2,922,2019-06-06T03:39:25Z,2020-03-04 11:12:20+01:00,"272,6",False
621,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.5.3,1493,2019-12-27T09:00:01Z,2020-03-04 11:12:20+01:00,"68,1",True
622,kyma-project/console,handlebars,e59e0da85b0b9642a51bb3eac033e90b857e66fc,4.5.3,4.7.3,4.5.3,1494,2019-12-27T10:29:09Z,2020-03-04 11:12:20+01:00,"67,23",True
623,kyma-project/console,acorn,0171a48562c9a1890649220f616d6299911a525f,5.7.4,7.1.1,5.7.4,1620,2020-03-14T03:20:49Z,2020-05-08 10:47:45+02:00,"55,5",True
624,kyma-project/console,acorn,0171a48562c9a1890649220f616d6299911a525f,5.7.4,7.1.1,5.7.4,1621,2020-03-15T09:53:13Z,2020-05-08 10:47:45+02:00,"53,22",True
625,kyma-project/console,acorn,0171a48562c9a1890649220f616d6299911a525f,5.7.4,7.1.1,5.7.4,1622,2020-03-16T08:12:31Z,2020-05-08 10:47:45+02:00,"53,0",True
626,kyma-project/console,acorn,0171a48562c9a1890649220f616d6299911a525f,5.7.4,7.1.1,5.7.4,1679,2020-04-04T15:58:35Z,2020-05-08 10:47:45+02:00,"33,16",True
627,kyma-project/console,https-proxy-agent,7676cf44c9f936eb7c6f7e86e1f97a388e74520d,2.2.4,5.0.0,2.2.4,1697,2020-04-16T07:15:50Z,2020-05-08 09:30:30+02:00,"22,0",True
628,kyma-project/console,https-proxy-agent,7676cf44c9f936eb7c6f7e86e1f97a388e74520d,2.2.4,5.0.0,2.2.4,1698,2020-04-16T07:16:21Z,2020-05-08 09:30:30+02:00,"22,0",True
629,kyma-project/console,https-proxy-agent,7676cf44c9f936eb7c6f7e86e1f97a388e74520d,2.2.4,5.0.0,2.2.4,1701,2020-04-16T08:07:14Z,2020-05-08 09:30:30+02:00,"21,23",True
630,kyma-project/console,https-proxy-agent,7676cf44c9f936eb7c6f7e86e1f97a388e74520d,2.2.4,5.0.0,2.2.4,1707,2020-04-16T20:31:03Z,2020-05-08 09:30:30+02:00,"21,10",True
631,kyma-project/console,https-proxy-agent,3e307d1147e291d070184ee7c8ac1994ebe9df15,2.2.4,5.0.0,2.2.4,1697,2020-04-16T07:15:50Z,2020-05-08 09:31:28+02:00,"22,0",True
632,kyma-project/console,https-proxy-agent,3e307d1147e291d070184ee7c8ac1994ebe9df15,2.2.4,5.0.0,2.2.4,1698,2020-04-16T07:16:21Z,2020-05-08 09:31:28+02:00,"22,0",True
633,kyma-project/console,https-proxy-agent,3e307d1147e291d070184ee7c8ac1994ebe9df15,2.2.4,5.0.0,2.2.4,1701,2020-04-16T08:07:14Z,2020-05-08 09:31:28+02:00,"21,23",True
634,kyma-project/console,https-proxy-agent,3e307d1147e291d070184ee7c8ac1994ebe9df15,2.2.4,5.0.0,2.2.4,1707,2020-04-16T20:31:03Z,2020-05-08 09:31:28+02:00,"21,11",True
635,lane711/sonicjs,lodash,271afa9003ba80667df16f9b083ed2d8f8ed5b72,4.17.15,4.17.15,4.17.15,4,2019-11-01T23:27:10Z,2019-12-04 08:49:43-08:00,"32,17",False
636,lane711/sonicjs,lodash,271afa9003ba80667df16f9b083ed2d8f8ed5b72,4.17.15,4.17.15,4.17.14,10,2019-11-09T03:30:32Z,2019-12-04 08:49:43-08:00,"25,13",False
637,lane711/sonicjs,handlebars,42ebca0b014df45c320a9a62c6fbda52dffd131a,4.1.2,4.5.1,4.5.1,5,2019-11-01T23:27:11Z,2019-11-04 16:43:43-08:00,"3,1",False
638,lane711/sonicjs,mixin-deep,42ebca0b014df45c320a9a62c6fbda52dffd131a,1.3.1,2.0.1,1.3.2,7,2019-11-01T23:27:13Z,2019-11-04 16:43:43-08:00,"3,1",False
639,lbryio/lbry-redux,js-yaml,06951e90b55db5f9415289f292aaaa8f0650db5d,3.13.1,3.13.1,3.13.1,232,2019-10-30T16:51:17Z,2019-11-04 14:28:01-05:00,"5,2",False
640,lbryio/lbry-redux,extend,06951e90b55db5f9415289f292aaaa8f0650db5d,3.0.2,3.0.2,3.0.2,233,2019-10-30T16:51:18Z,2019-11-04 14:28:01-05:00,"5,2",False
641,lbryio/lbry-redux,fstream,06951e90b55db5f9415289f292aaaa8f0650db5d,1.0.12,1.0.12,1.0.12,234,2019-10-30T16:51:20Z,2019-11-04 14:28:01-05:00,"5,2",False
642,lbryio/lbry-redux,stringstream,06951e90b55db5f9415289f292aaaa8f0650db5d,0.0.6,1.0.0,0.0.6,235,2019-10-30T16:51:21Z,2019-11-04 14:28:01-05:00,"5,2",True
643,lbryio/lbry-redux,lodash,06951e90b55db5f9415289f292aaaa8f0650db5d,4.17.15,4.17.15,4.17.15,236,2019-10-30T16:51:21Z,2019-11-04 14:28:01-05:00,"5,2",False
644,lbryio/lbry-redux,mixin-deep,06951e90b55db5f9415289f292aaaa8f0650db5d,1.3.2,2.0.1,1.3.2,237,2019-10-30T16:51:21Z,2019-11-04 14:28:01-05:00,"5,2",True
645,lbryio/lbry-redux,eslint-utils,06951e90b55db5f9415289f292aaaa8f0650db5d,1.4.3,1.4.3,1.4.3,238,2019-10-30T16:51:30Z,2019-11-04 14:28:01-05:00,"5,2",False
646,lhncbc/lforms,angular,076e33f42884b4bc3fd6b5082bb09f7c821c5d5f,1.7.9,1.7.9,1.7.9,16,2019-11-20T16:50:41Z,2019-12-04 17:42:05-05:00,"14,5",False
647,liferay/liferay-npm-tools,acorn,e238a5cb324560755b143283d9e75353729676f3,6.4.1,8.0.1,5.7.4,413,2020-03-14T07:45:50Z,2020-09-17 16:15:46+02:00,"187,6",False
648,liferay/liferay-npm-tools,minimist,e238a5cb324560755b143283d9e75353729676f3,1.2.5,1.2.5,1.2.2,414,2020-03-16T05:51:16Z,2020-09-17 16:15:46+02:00,"185,8",False
649,liferay/liferay-npm-tools,minimist,e238a5cb324560755b143283d9e75353729676f3,1.2.5,1.2.5,1.2.3,434,2020-04-05T09:42:24Z,2020-09-17 16:15:46+02:00,"165,4",False
650,lino-framework/react,acorn,e30f9ddee5eec7dc087a611ed87f73e8f1777a40,6.4.1,7.1.1,6.4.1,2,2020-03-14T22:17:07Z,2020-05-03 19:37:27+03:00,"49,18",True
